,IDfg,Name,WAR,Next_WAR,Prediction_Year,prediction
8442,7888,Ryan Flaherty,0.2173913043478261,-0.5,2017,0.46313506232480894
1557,7870,Jonathan Lucroy,0.4968944099378882,0.0,2017,2.843330502077645
452,7859,Charlie Blackmon,0.47204968944099385,5.3,2017,2.66581008999983
8598,7802,Miguel Rojas,0.20496894409937888,1.4,2017,0.31281934669108963
7977,7739,Travis d'Arnaud,0.2732919254658385,1.4,2017,1.405802291544914
2338,7619,Mark Reynolds,0.2422360248447205,0.7,2017,0.14872225164515163
6287,8027,Adam Lind,0.20496894409937888,0.8,2017,0.5089648743836845
4174,7571,Lonnie Chisenhall,0.2670807453416149,1.6,2017,1.0789547989491244
3993,7476,Alex Avila,0.24844720496894412,1.5,2017,0.5287819242711251
5693,7462,Trevor Plouffe,0.2236024844720497,-1.2,2017,1.0558401922861516
1624,7435,Ben Zobrist,0.4161490683229814,0.0,2017,2.466944715812019
3826,7331,Seth Smith,0.2360248447204969,0.6,2017,0.7590867711247125
8607,7324,Chris Gimenez,0.18012422360248448,1.4,2017,-0.29890787899890103
5967,7304,Salvador Perez,0.2236024844720497,1.4,2017,1.1445408865596354
1563,7287,Carlos Gonzalez,0.33540372670807456,-0.1,2017,1.4773801051519473
2173,7539,Neil Walker,0.36645962732919257,2.1,2017,2.1475547996314615
943,8090,Matt Carpenter,0.44099378881987583,3.1,2017,2.8837025564842587
6601,8202,Josh Harrison,0.31055900621118016,2.8,2017,1.6473323100474109
7924,8203,Dee Strange-Gordon,0.25465838509316774,2.8,2017,1.8979738912678665
2301,9112,Khris Davis,0.38509316770186336,2.9,2017,2.226305693359452
3941,5222,Justin Upton,0.2919254658385093,4.4,2017,1.9018491681737637
4638,9077,Lorenzo Cain,0.34161490683229817,4.7,2017,2.2499146317953773
8985,9063,Alexi Amarista,0.16770186335403728,-1.1,2017,0.3655118156357849
5827,9054,Justin Smoak,0.1863354037267081,3.4,2017,0.06133150850114116
6579,9048,Ezequiel Carrera,0.2298136645962733,0.6,2017,0.5225098832246104
7883,9015,Gordon Beckham,0.1987577639751553,-0.7,2017,1.0954347376467068
6587,8722,Jason Castro,0.38509316770186336,2.1,2017,2.1235007996187476
2646,8709,Elvis Andrus,0.4099378881987578,4.4,2017,2.9233082448577155
3105,8610,Kendrys Morales,0.2670807453416149,-0.5,2017,0.9710887503346561
7687,8553,Gerardo Parra,0.12422360248447206,0.7,2017,0.40739708271655956
3715,8392,Daniel Descalso,0.25465838509316774,0.1,2017,0.697616108239822
1759,8370,Dustin Pedroia,0.4347826086956522,1.2,2017,2.6325222063010947
5595,8347,Denard Span,0.2732919254658385,0.6,2017,1.1989067612013733
7786,8267,Chris Iannetta,0.17391304347826086,2.3,2017,0.20393752956275335
6377,8259,Kurt Suzuki,0.2111801242236025,1.5,2017,0.18134311643011924
2337,8252,Hunter Pence,0.2732919254658385,0.4,2017,0.8337435383202012
3382,7185,Logan Forsythe,0.3975155279503106,0.5,2017,2.4828115997137785
2857,7007,Yadier Molina,0.4347826086956522,2.4,2017,2.1957513538263607
1286,8001,Hanley Ramirez,0.3975155279503106,-0.5,2017,1.2916394593698899
7046,5486,Abraham Almonte,0.24844720496894412,0.0,2017,1.162845216879029
5561,5751,Hernan Perez,0.31055900621118016,1.1,2017,1.4660586830819415
5877,5667,Steven Souza Jr.,0.2857142857142857,4.2,2017,1.0171267686994867
3583,5631,Matt Kemp,0.17391304347826086,-1.0,2017,0.7708684715770895
6758,5497,Marwin Gonzalez,0.27950310559006214,4.6,2017,1.2061216024432944
8186,5491,Austin Romine,0.18012422360248448,-0.5,2017,0.5730076371055246
521,5417,Jose Altuve,0.6273291925465839,7.5,2017,4.9026194850340445
7088,5384,Juan Lagares,0.26086956521739135,1.7,2017,1.1185776482199183
320,5361,Freddie Freeman,0.6211180124223603,4.6,2017,4.340876813345638
2572,5352,Yangervis Solarte,0.36024844720496896,1.3,2017,1.861475497043775
4171,5343,Brandon Crawford,0.4844720496894411,1.8,2017,3.4513149019422444
8414,5297,Aaron Hicks,0.19254658385093168,2.7,2017,0.9069656409373181
4962,5275,Francisco Cervelli,0.3788819875776398,0.4,2017,2.5449945122956663
1521,5273,Sandy Leon,0.3478260869565218,0.5,2017,1.3360789119529495
1472,5254,Robbie Grossman,0.27950310559006214,0.7,2017,0.964879205633596
7093,6887,Martin Maldonado,0.31055900621118016,3.1,2017,1.7496785258747412
2043,5235,Justin Turner,0.4844720496894411,5.9,2017,3.1766859991187726
4915,5227,Jon Jay,0.25465838509316774,1.1,2017,0.25792151512718253
6516,5760,Avisail Garcia,0.2360248447204969,4.7,2017,0.98426460243765
3348,5827,Wilmer Flores,0.25465838509316774,0.5,2017,1.5894249398726676
8553,5677,A.J. Ellis,0.19254658385093168,-0.1,2017,0.28470807776209883
6337,6547,Jordy Mercer,0.3788819875776398,1.8,2017,1.561341470028028
1749,6876,Mark Trumbo,0.31677018633540377,-1.8,2017,1.4251362385656785
8924,6867,Derek Norris,0.24844720496894412,0.0,2017,1.8305464134041511
4468,6848,Eduardo Nunez,0.36645962732919257,1.6,2017,2.209460397483434
7690,6609,Freddy Galvis,0.3229813664596274,1.9,2017,2.033529984852404
1466,6589,Sean Rodriguez,0.36024844720496896,-0.3,2017,0.402230759904739
8406,6564,Bobby Wilson,0.2173913043478261,0.0,2017,0.1434484634881642
3417,5887,John Jaso,0.24844720496894412,-0.1,2017,0.5820936200823428
4942,6368,Adam Jones,0.36645962732919257,1.3,2017,2.078054346232433
3385,6885,Ian Desmond,0.4472049689440994,-1.0,2017,2.327653244459554
2855,6364,Danny Valencia,0.31677018633540377,0.1,2017,1.1661959576357863
1846,6195,Ian Kinsler,0.5714285714285714,2.3,2017,3.2785754164788017
680,6184,J.D. Martinez,0.35403726708074534,3.4,2017,1.9660292866811764
8444,6153,Eduardo Escobar,0.2298136645962733,1.7,2017,1.0113100870135645
4935,6012,Didi Gregorius,0.35403726708074534,2.5,2017,1.9577984630425482
1094,5933,Jean Segura,0.5962732919254659,3.4,2017,3.159135829186431
4751,5930,Nick Markakis,0.2360248447204969,0.8,2017,1.2451772204799885
8041,6310,Alcides Escobar,0.2670807453416149,0.9,2017,1.2956976667911024
1589,11982,Travis Shaw,0.5031055900621119,3.8,2018,2.964311673814387
4021,11936,Joe Panik,0.32919254658385094,0.3,2018,2.113108782756259
5282,12144,Max Kepler,0.34161490683229817,2.6,2018,2.196538529043173
623,12158,Austin Barnes,0.4347826086956522,1.2,2018,2.5828027827351145
2279,12155,Eddie Rosario,0.3788819875776398,4.0,2018,1.9790686126131503
4640,11899,Joc Pederson,0.2360248447204969,2.0,2018,1.7553225036122986
6633,12147,Nick Ahmed,0.2670807453416149,3.7,2018,1.3665627134698584
3720,11739,J.T. Realmuto,0.4844720496894411,4.8,2018,3.0411502663828562
3287,12858,Brian Goodwin,0.25465838509316774,0.4,2018,1.4506297658508727
8906,11680,Elias Diaz,0.13664596273291926,1.8,2018,0.30306077009581367
4376,11615,Brandon Drury,0.3229813664596274,-0.2,2018,1.2087508944791288
1541,11609,Willson Contreras,0.36024844720496896,0.7,2018,2.418250090797445
5465,11602,Yolmer Sanchez,0.33540372670807456,2.2,2018,1.3970848085204495
172,11579,Bryce Harper,0.47204968944099385,3.0,2018,3.559449192936803
4099,11493,Manny Machado,0.31677018633540377,7.0,2018,3.005883299201725
5232,12160,Ben Gamel,0.2919254658385093,0.8,2018,1.4463325607604267
3209,11489,Michael A. Taylor,0.4099378881987578,1.1,2018,1.9079227742913143
2923,11737,Nick Castellanos,0.30434782608695654,2.2,2018,2.0245729806961457
4676,12161,Xander Bogaerts,0.4037267080745342,4.4,2018,3.142433865789774
918,12856,George Springer,0.5031055900621119,3.2,2018,3.637364504436441
4511,12174,Jorge Bonifacio,0.2360248447204969,0.1,2018,0.9650349625530505
2371,11477,Christian Yelich,0.4347826086956522,7.7,2018,3.520568990593977
7066,12775,Brad Miller,0.2111801242236025,-0.1,2018,1.5178318857839386
4575,12564,Trevor Story,0.32919254658385094,4.6,2018,2.163882541156752
1850,12552,Eugenio Suarez,0.453416149068323,4.3,2018,3.13027623391422
4036,12547,John Hicks,0.2422360248447205,0.0,2018,0.8137120290695512
5163,12546,C.J. Cron,0.26086956521739135,2.2,2018,1.0725065512299332
5400,12533,Marcus Semien,0.2857142857142857,3.0,2018,2.0313120876472204
1575,12164,Miguel Sano,0.3478260869565218,0.1,2018,1.8990136872572592
3365,12532,Kolten Wong,0.34161490683229817,2.2,2018,2.153234246320482
1227,12371,Tommy La Stella,0.25465838509316774,0.1,2018,0.8545743171076268
7896,12325,Jace Peterson,0.17391304347826086,0.0,2018,0.758342120351833
5458,12294,Cory Spangenberg,0.2732919254658385,0.8,2018,1.178024547553121
6654,12284,Kevan Smith,0.2422360248447205,0.5,2018,0.45244063345547936
8317,12282,Rougned Odor,0.17391304347826086,2.6,2018,1.6932800784498252
3892,12225,Scott Schebler,0.3229813664596274,1.1,2018,1.8335179510847666
7219,12179,Maikel Franco,0.1987577639751553,1.3,2018,1.4325871486205375
6452,12434,Kevin Pillar,0.27950310559006214,1.8,2018,1.4549492408524183
4007,11476,Odubel Herrera,0.38509316770186336,1.2,2018,2.420968523909402
5419,10030,Chris Owings,0.2298136645962733,-0.8,2018,1.161890541560814
8246,11470,Tony Wolters,0.20496894409937888,0.9,2018,1.2964057230226058
8704,10473,Cheslor Cuthbert,0.16770186335403728,-1.0,2018,0.6480021032993926
5725,10472,Enrique Hernandez,0.27950310559006214,3.2,2018,1.2419586026794684
7039,10459,Adeiny Hechavarria,0.2857142857142857,0.4,2018,1.2203146971892624
1067,10348,Domingo Santana,0.4285714285714286,0.7,2018,2.219594914702265
1307,10339,Scooter Gennett,0.35403726708074534,3.8,2018,1.5886717665505046
564,10324,Marcell Ozuna,0.5652173913043479,2.6,2018,3.391936508497857
8872,10322,Danny Santana,0.1987577639751553,2.4,2018,0.8127260771963607
2128,10264,Brandon Belt,0.36024844720496896,1.8,2018,2.286417529455537
5223,10243,Randal Grichuk,0.31677018633540377,2.7,2018,1.8274925396422774
7736,10231,Jose Iglesias,0.2732919254658385,1.5,2018,1.2797717343478672
5096,10200,Tucker Barnhart,0.27950310559006214,-0.4,2018,1.4419454810504329
8023,10199,Billy Hamilton,0.3229813664596274,1.9,2018,2.4660263033716396
61,10155,Mike Trout,0.6024844720496895,9.5,2018,5.537779045044958
7531,10071,Jonathan Villar,0.2422360248447205,1.9,2018,1.2014524481761593
3439,10047,Wil Myers,0.2919254658385093,1.6,2018,2.2955223172219994
2642,19198,Yuli Gurriel,0.3478260869565218,1.6,2018,1.2438177981263026
5171,12859,James McCann,0.25465838509316774,-0.7,2018,1.0881857870388525
4459,10542,Derek Dietrich,0.2857142857142857,0.3,2018,1.4740661603515695
8273,11472,Dixon Machado,0.18012422360248448,-0.6,2018,0.5048473347612727
2545,10556,Cesar Hernandez,0.38509316770186336,2.0,2018,2.4870714944979784
2922,10762,Corey Dickerson,0.36024844720496896,2.9,2018,1.510827196523072
8136,11445,Mark Canha,0.14906832298136646,1.6,2018,0.7151235876716089
1275,11442,Gary Sanchez,0.4782608695652174,1.8,2018,3.2755293808399144
6859,11400,Ronald Torreyes,0.25465838509316774,0.7,2018,0.8789262664599737
5274,11379,Delino DeShields,0.32919254658385094,0.7,2018,1.3270084351369313
4337,11368,Yasmani Grandal,0.4658385093167702,4.6,2018,2.704454334771942
2184,11342,Jesus Aguilar,0.2857142857142857,3.1,2018,0.6714759309171414
2754,11339,Jake Marisnick,0.34161490683229817,1.2,2018,1.5068451505089417
3695,11281,Whit Merrifield,0.4099378881987578,4.9,2018,2.593705069817168
1674,11270,Aaron Altherr,0.31677018633540377,-0.2,2018,1.4590736908976942
1931,11265,Jonathan Schoop,0.49068322981366463,1.2,2018,3.1533749067570076
5307,11200,Kole Calhoun,0.2919254658385093,0.0,2018,1.902899218371498
3324,11038,Kevin Kiermaier,0.4347826086956522,1.5,2018,2.659719498211419
4312,11003,Evan Gattis,0.2981366459627329,0.0,2018,1.5318956957039258
5117,10951,Greg Garcia,0.26086956521739135,0.0,2018,0.6473492867363287
4192,10950,Adam Duvall,0.36024844720496896,0.6,2018,2.0428921784667415
4547,10847,Andrelton Simmons,0.5155279503105591,4.5,2018,3.706793821431678
2666,10816,Jedd Gyorko,0.422360248447205,1.5,2018,2.5755164408597415
9062,10681,Gio Urshela,0.14906832298136646,2.8,2018,0.5925212105877641
447,12861,Anthony Rendon,0.5776397515527951,5.9,2018,4.061530353091854
8135,18314,Dansby Swanson,0.1987577639751553,1.4,2018,1.2393400839461064
2064,12916,Francisco Lindor,0.5900621118012422,7.8,2018,4.614220755540593
7869,15653,Dominic Smith,0.16149068322981366,0.7,2018,1.041791786524747
85,15640,Aaron Judge,0.7577639751552796,5.3,2018,6.061557517589849
7791,15518,Amed Rosario,0.19254658385093168,0.4,2018,1.27492412032218
5191,15464,Hunter Renfroe,0.25465838509316774,1.5,2018,1.095790000279535
4821,15447,Ryon Healy,0.20496894409937888,-0.8,2018,0.8266867194664373
354,15429,Kris Bryant,0.6459627329192548,2.7,2018,4.974197572123812
4610,15223,Adam Frazier,0.2670807453416149,1.9,2018,1.599772010922734
869,15676,Jose Abreu,0.4844720496894411,1.7,2018,2.7329995237620825
6045,15197,Carlos Asuaje,0.24844720496894412,-0.9,2018,0.807627669190261
7440,15172,Tim Anderson,0.25465838509316774,2.5,2018,1.3969083327585836
2292,15149,Trey Mancini,0.30434782608695654,0.4,2018,1.387964161819852
9188,15082,Adam Engel,0.2670807453416149,1.3,2018,1.2874771553771902
3833,14950,Johan Camargo,0.30434782608695654,3.0,2018,1.3225869474691114
4761,14942,Andrew Knapp,0.2298136645962733,-0.4,2018,1.1520535948094668
3138,14885,Pat Valaika,0.26086956521739135,-0.1,2018,0.41289838143603996
9193,14818,JaCoby Jones,0.14906832298136646,0.6,2018,0.7417498392352965
5154,15191,Chad Pinder,0.2173913043478261,2.4,2018,1.02650138984326
7291,15937,Aledmys Diaz,0.2360248447204969,1.5,2018,1.3727845212591872
779,15998,Cody Bellinger,0.453416149068323,3.5,2018,3.8447027237556566
7260,16192,Derek Fisher,0.2236024844720497,-0.3,2018,1.3762612086228374
3340,9927,Brett Gardner,0.4658385093167702,2.2,2018,2.573355211812687
7491,18721,Guillermo Heredia,0.2732919254658385,1.0,2018,1.1475741609855103
1700,18015,Paul DeJong,0.33540372670807456,1.7,2018,1.857098535698289
2313,17919,Ian Happ,0.31677018633540377,1.0,2018,2.368233415820938
3705,17901,Andrew Benintendi,0.30434782608695654,5.0,2018,2.7181493684385063
2188,17678,Alex Bregman,0.4844720496894411,8.0,2018,3.449376956732799
8434,17642,JT Riddle,0.2173913043478261,1.2,2018,0.9905874340660381
2645,17350,Rafael Devers,0.25465838509316774,1.0,2018,1.7054549408124493
4113,17232,Yoan Moncada,0.2670807453416149,1.3,2018,1.864667549133734
6136,16578,Yandy Diaz,0.2236024844720497,1.6,2018,1.2308438465970721
2468,16556,Ozzie Albies,0.30434782608695654,3.7,2018,2.5556673924749354
3721,16505,Matt Chapman,0.3726708074534162,6.3,2018,2.4015160582753023
3668,16478,Kyle Schwarber,0.2857142857142857,2.5,2018,1.9002696914481638
164,16472,Rhys Hoskins,0.34161490683229817,2.4,2018,2.6851524559457336
486,16376,Michael Conforto,0.5155279503105591,3.6,2018,3.146605562931535
3219,16252,Trea Turner,0.391304347826087,4.8,2018,3.300523943150314
6738,16221,Bradley Zimmer,0.2981366459627329,1.6,2018,1.8447746060874497
5780,14712,Manuel Margot,0.33540372670807456,0.8,2018,2.4762962569673435
5031,14553,Nomar Mazara,0.2173913043478261,0.8,2018,1.5300005285279772
4616,14350,Raimel Tapia,0.2111801242236025,-0.2,2018,0.8522918041825325
221,14344,Matt Olson,0.35403726708074534,3.1,2018,2.4355840444928414
4691,13338,Omar Narvaez,0.2919254658385093,1.1,2018,1.2777454948166636
2060,13329,Jake Lamb,0.38509316770186336,0.2,2018,3.2002230104835707
8439,13277,Joey Rickard,0.2236024844720497,1.0,2018,0.5949829750778788
1936,13265,Mike Zunino,0.4968944099378882,2.1,2018,2.4605766349942293
5790,13185,Orlando Arcia,0.33540372670807456,0.1,2018,1.8450966060291845
1224,13157,Nicky Delmonico,0.26086956521739135,0.0,2018,1.8496900193133636
5794,13152,Jorge Polanco,0.3229813664596274,1.4,2018,2.050417342990559
3156,13145,Josh Bell,0.2422360248447205,1.3,2018,1.4867426278561484
3426,13130,Mikie Mahtook,0.2981366459627329,-0.2,2018,0.6594005793823797
1184,13110,Yoenis Cespedes,0.2857142857142857,0.8,2018,1.3060778002811768
7622,13005,Kelby Tomlinson,0.2298136645962733,-0.4,2018,0.9744066619568512
5470,12984,Jackie Bradley Jr.,0.36024844720496896,3.4,2018,2.4335687121977534
4274,12979,Javier Baez,0.391304347826087,6.1,2018,2.270218639905463
8043,12976,Austin Hedges,0.3229813664596274,2.3,2018,1.8317103631528515
7129,12937,Jose Osuna,0.17391304347826086,-0.3,2018,0.618638122560798
2398,12927,Brandon Nimmo,0.2857142857142857,4.8,2018,1.5382011660881045
8698,12926,Alen Hanson,0.16770186335403728,0.6,2018,0.7253249477931102
5499,13367,Stephen Piscotty,0.2236024844720497,2.9,2018,1.5054256652986384
6853,12907,Gregory Polanco,0.2236024844720497,2.6,2018,1.3336716487133293
396,13510,Jose Ramirez,0.6273291925465839,8.1,2018,4.835606152288525
6600,13608,Mallex Smith,0.2360248447204969,3.1,2018,1.3848967046781708
2668,14330,Nick Williams,0.2360248447204969,0.3,2018,1.2175480182271259
7117,14320,Wilmer Difo,0.27950310559006214,0.2,2018,1.2997632794842178
1649,14274,Mitch Haniger,0.35403726708074534,4.7,2018,2.027117173778896
2336,14225,Yasiel Puig,0.3478260869565218,1.7,2018,2.7126751962811233
457,14162,Carlos Correa,0.5217391304347827,3.4,2018,3.9288634812800276
5579,14161,Byron Buxton,0.4844720496894411,3.0,2018,2.8612513889616205
7717,14145,Daniel Robertson,0.2173913043478261,2.8,2018,1.353646342475284
6350,14131,Greg Bird,0.19254658385093168,0.0,2018,1.5755403512479926
1436,14128,Joey Gallo,0.38509316770186336,3.1,2018,2.8113331214665447
3576,14109,Albert Almora Jr.,0.2732919254658385,1.6,2018,0.926286312922993
6212,14106,Addison Russell,0.3478260869565218,2.6,2018,2.3784788289512275
8705,14103,Rio Ruiz,0.18012422360248448,-0.2,2018,1.3397468796705228
5963,13862,Devon Travis,0.2422360248447205,-0.9,2018,1.460525768008114
1570,13757,Chris Taylor,0.5031055900621119,3.7,2018,2.6196598844196015
1425,13624,Corey Seager,0.5465838509316772,3.6,2018,3.993968273134208
4901,13613,Ketel Marte,0.27950310559006214,2.8,2018,1.8119900797451964
3102,13611,Mookie Betts,0.5465838509316772,10.4,2018,4.816835424455187
8294,13593,Jose Peraza,0.2173913043478261,3.2,2018,1.305435792800564
2230,9892,Jay Bruce,0.36645962732919257,-0.4,2018,1.8438022077573573
4564,9957,Steve Pearce,0.2111801242236025,1.7,2018,0.43020307229455634
1084,9848,Austin Jackson,0.32919254658385094,-0.7,2018,1.3197771822792022
223,4949,Giancarlo Stanton,0.6335403726708075,4.2,2018,4.353794897225342
5669,4940,Jason Heyward,0.2857142857142857,2.7,2018,1.4394962639954
4098,4922,Ender Inciarte,0.44099378881987583,3.5,2018,2.8250039511735268
2630,4892,Mike Moustakas,0.3478260869565218,2.2,2018,2.2488191585558126
2720,4881,Carlos Gomez,0.34161490683229817,0.1,2018,1.2442051558085176
6940,4866,Jarrod Dyson,0.3726708074534162,-0.3,2018,2.020519667584407
4567,4810,Brian McCann,0.3726708074534162,0.2,2018,2.160492666233616
3181,4962,Asdrubal Cabrera,0.2857142857142857,3.6,2018,1.6360173989848108
3873,4747,Curtis Granderson,0.30434782608695654,0.8,2018,1.4778655340415303
3208,4579,Starlin Castro,0.3788819875776398,2.7,2018,1.9281826915941052
2448,4418,Jed Lowrie,0.4596273291925466,5.2,2018,1.0058243972174252
648,4316,Daniel Murphy,0.44099378881987583,0.2,2018,2.7027073623831965
94,4314,Joey Votto,0.5900621118012422,2.9,2018,4.377458895331202
8289,4298,Matt Wieters,0.14285714285714285,0.4,2018,0.49340947556554193
1569,4229,Howie Kendrick,0.2857142857142857,0.8,2018,0.8631557001418326
577,4220,Ryan Zimmerman,0.4285714285714286,1.3,2018,1.017576677754394
4436,4616,Russell Martin,0.33540372670807456,1.2,2018,1.8162614088900495
5866,4969,Luis Valbuena,0.2298136645962733,-0.6,2018,1.1611567006765768
6693,5000,Stephen Vogt,0.20496894409937888,0.8,2018,0.25766562748290184
398,5038,Josh Donaldson,0.5217391304347827,1.1,2018,3.345735207768794
6776,5486,Abraham Almonte,0.2111801242236025,-0.9,2018,0.8371087468967848
1935,5485,Jose Pirela,0.32919254658385094,-0.5,2018,1.7343594677100596
273,5417,Jose Altuve,0.6770186335403727,5.8,2018,5.106502163776071
8371,5409,Pablo Sandoval,0.14285714285714285,0.1,2018,0.14456585210540596
7550,5384,Juan Lagares,0.31677018633540377,-0.2,2018,1.2836475082052126
256,5361,Freddie Freeman,0.4968944099378882,4.8,2018,3.7340686730155537
5621,5352,Yangervis Solarte,0.2919254658385093,-0.4,2018,1.7718488895193285
6550,5343,Brandon Crawford,0.3229813664596274,2.5,2018,2.0028320785775238
1484,5297,Aaron Hicks,0.3788819875776398,4.3,2018,2.147421468406159
5237,5275,Francisco Cervelli,0.2360248447204969,2.6,2018,0.9114774921571518
7946,5273,Sandy Leon,0.2422360248447205,0.4,2018,1.1717451071629186
3953,5254,Robbie Grossman,0.25465838509316774,0.8,2018,1.311394069316235
350,5235,Justin Turner,0.5776397515527951,4.3,2018,3.575814457287996
3843,5227,Jon Jay,0.27950310559006214,-0.3,2018,0.5854916260275141
6631,5223,Cameron Maybin,0.2981366459627329,-0.1,2018,2.0777587178957906
839,5222,Justin Upton,0.4844720496894411,2.6,2018,2.647194101463123
8441,5209,Alex Gordon,0.19254658385093168,1.4,2018,0.46854522595251946
7509,4146,Gorkys Hernandez,0.25465838509316774,-0.1,2018,0.39956272534505544
2867,4106,Michael Brantley,0.3229813664596274,3.7,2018,1.8312560492143999
1778,4062,Dexter Fowler,0.35403726708074534,-1.3,2018,2.371500434118803
4871,4022,Melky Cabrera,0.2173913043478261,0.2,2018,0.6957692007575561
1342,2530,Yonder Alonso,0.35403726708074534,0.3,2018,1.239841321887892
2905,2502,Lucas Duda,0.26086956521739135,-0.1,2018,0.9505907357158794
641,2434,Nelson Cruz,0.4472049689440994,2.5,2018,2.3094653144949566
2217,2396,Carlos Santana,0.4037267080745342,2.5,2018,2.4479349421660066
1023,2151,Edwin Encarnacion,0.36024844720496896,0.9,2018,2.1597478791356264
2848,2136,David Peralta,0.32919254658385094,3.5,2018,1.1893835207621564
8151,1908,Adrian Gonzalez,0.16770186335403728,-0.4,2018,-0.0033757276174349315
7034,1887,Jose Bautista,0.18012422360248448,0.6,2018,0.7937165997630267
2308,1857,Joe Mauer,0.36024844720496896,1.0,2018,1.5462445218148102
5490,1744,Miguel Cabrera,0.16770186335403728,0.8,2018,0.4747667818349266
5505,1736,Jose Reyes,0.31055900621118016,-0.5,2018,1.4689946870410728
5147,1679,Chase Utley,0.2670807453416149,0.2,2018,0.4319195924758146
6056,1433,Wilson Ramos,0.2298136645962733,2.3,2018,1.209946319350675
7611,1177,Albert Pujols,0.09316770186335405,-0.5,2018,-0.12402346172295753
3489,785,Todd Frazier,0.4037267080745342,1.7,2018,2.7077995255772196
6392,393,Victor Martinez,0.14285714285714285,-1.7,2018,-0.31610305778093073
2861,9874,DJ LeMahieu,0.4161490683229814,2.2,2018,2.566821177494258
482,2616,Zack Cozart,0.4782608695652174,-0.3,2018,2.37134148265424
8963,5491,Austin Romine,0.18012422360248448,1.3,2018,0.38328049809107245
7122,2636,Brandon Guyer,0.2236024844720497,0.2,2018,0.7278645980561668
7394,2900,Roberto Perez,0.31055900621118016,0.0,2018,1.4450062623988598
1792,3892,Josh Reddick,0.44099378881987583,2.1,2018,2.3759060214323924
1205,3711,Eric Thames,0.35403726708074534,0.5,2018,1.0401645104785355
7958,3708,Rajai Davis,0.2298136645962733,-0.4,2018,0.6841730621485814
911,3516,Eric Hosmer,0.4472049689440994,-0.5,2018,1.9764535735385889
784,3473,Anthony Rizzo,0.4782608695652174,3.3,2018,4.1261000000255095
8675,3448,Jeff Mathis,0.2422360248447205,0.9,2018,0.4132881799701479
8552,3411,Drew Butera,0.17391304347826086,-0.8,2018,-0.20433039495715888
2481,3410,Ryan Braun,0.31055900621118016,1.0,2018,1.8341180061553843
7410,3376,Nick Hundley,0.2111801242236025,-0.5,2018,-0.30634828144950854
2776,3353,Matt Joyce,0.36645962732919257,0.4,2018,1.8930461709658162
3506,3269,Robinson Cano,0.4099378881987578,3.0,2018,2.4454104132037853
2708,3256,Welington Castillo,0.33540372670807456,0.2,2018,1.2085367619605685
3094,3174,Shin-Soo Choo,0.2173913043478261,2.0,2018,0.8421421546997327
1212,3142,Robinson Chirinos,0.32919254658385094,0.3,2018,0.9633410063202856
5895,3123,Gregor Blanco,0.24844720496894412,-0.6,2018,0.39576549005953854
4272,3086,Mitch Moreland,0.26086956521739135,0.7,2018,0.8227060636404571
371,2967,Tommy Pham,0.6024844720496895,3.7,2018,3.288352076528446
4555,2829,Manny Pina,0.3229813664596274,1.2,2018,1.076637868663375
728,5497,Marwin Gonzalez,0.4968944099378882,1.9,2018,2.49509313887631
659,639,Adrian Beltre,0.36645962732919257,1.1,2018,1.623635411152501
5559,5666,Devin Mesoraco,0.20496894409937888,-0.3,2018,1.1857644406721861
1741,9134,Tyler Flowers,0.49068322981366463,2.4,2018,2.367648923244508
1580,9112,Khris Davis,0.391304347826087,2.7,2018,2.5608687128175944
2473,9077,Lorenzo Cain,0.5031055900621119,6.1,2018,2.898369785356302
1096,9054,Justin Smoak,0.422360248447205,2.3,2018,1.6148478838395706
5260,8722,Jason Castro,0.34161490683229817,1.7,2018,1.536732131215527
2706,8709,Elvis Andrus,0.4844720496894411,1.2,2018,3.36671723876819
4837,8610,Kendrys Morales,0.18012422360248448,0.5,2018,0.21019593541304898
1347,9166,Buster Posey,0.5155279503105591,2.2,2018,3.4360437991691226
3319,8553,Gerardo Parra,0.25465838509316774,-0.1,2018,0.22485208822087882
5028,8392,Daniel Descalso,0.2173913043478261,0.9,2018,0.7637917975188382
4318,8347,Denard Span,0.24844720496894412,1.4,2018,0.9938648500793652
1296,8267,Chris Iannetta,0.35403726708074534,0.6,2018,0.6490263857133016
1068,8259,Kurt Suzuki,0.30434782608695654,0.9,2018,0.9053206347001197
6378,8252,Hunter Pence,0.2360248447204969,-0.9,2018,0.519519766857427
5513,8203,Dee Strange-Gordon,0.38509316770186336,0.1,2018,2.222569348212397
3713,8202,Josh Harrison,0.38509316770186336,0.2,2018,2.0280514033293326
6490,8418,Ehire Adrianza,0.26086956521739135,1.1,2018,1.5311955311384684
1491,9205,Logan Morrison,0.391304347826087,-0.5,2018,2.0879646474070017
336,9218,Paul Goldschmidt,0.5527950310559007,5.1,2018,4.01064484888305
5564,9241,Starling Marte,0.2919254658385093,4.1,2018,2.0111424386026164
4073,5631,Matt Kemp,0.14906832298136646,1.7,2018,0.03397366534539059
1620,9847,Andrew McCutchen,0.4472049689440994,2.0,2018,2.4897238110184854
8006,9807,Ryan Goins,0.2173913043478261,0.0,2018,0.3370945579996202
4196,9785,Kyle Seager,0.4472049689440994,0.8,2018,3.01038500120757
426,9777,Nolan Arenado,0.5900621118012422,6.2,2018,4.50102629237157
6637,9776,Jason Kipnis,0.2422360248447205,1.4,2018,1.2693129299768873
5010,9774,Christian Vazquez,0.36645962732919257,0.3,2018,1.8868632535210552
